,year,office_consolidated,vote_share,winner,incumbent,pid_est,gender_est,race_est,loser,incumbent_win,incumbent_lose
40747,2002,Mayor,0.82,1,1,Democrat,Male,Black,0,1,0
40769,2015,Mayor,0.45,1,1,Republican,Male,Caucasian,0,1,0
40801,2017,Mayor,0.54,1,0,Democrat,Female,Caucasian,0,0,1
40803,2021,Mayor,0.6,1,0,Democrat,Unknown,Caucasian,0,0,1
40809,2003,Mayor,0.89,1,1,Democrat,Male,Caucasian,0,1,0
40811,1994,Mayor,0.61,1,1,Republican,Male,Caucasian,0,1,0
40836,1995,Mayor,0.56,1,0,Republican,Male,Caucasian,0,0,1
40846,1999,Mayor,0.58,1,1,Republican,Male,Caucasian,0,1,0
40847,2015,Mayor,0.32,0,0,Democrat,Male,Caucasian,1,0,1
40874,2017,Mayor,0.49,0,0,Republican,Male,Caucasian,1,0,1
40905,2019,Mayor,0.1,0,0,Republican,Male,Caucasian,1,0,1
40908,2005,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
40925,2009,Mayor,0.63,1,1,Democrat,Unknown,Caucasian,0,1,0
40941,2020,Mayor,0.23,0,1,Democrat,Male,Caucasian,1,0,1
40950,1995,Mayor,0.58,1,0,Democrat,Male,Caucasian,0,0,1
40951,2004,Mayor,0.62,1,0,Democrat,Female,Caucasian,0,0,1
40952,2015,Mayor,0.52,1,1,Democrat,Male,Caucasian,0,1,0
40991,2020,Mayor,0.76,1,1,Unknown,Male,Caucasian,0,1,0
41000,2013,Mayor,1.0,1,1,Democrat,Female,Black,0,1,0
41010,2007,Mayor,0.47,0,1,Democrat,Male,Caucasian,1,0,1
41016,2015,Mayor,0.44,0,0,Democrat,Female,Caucasian,1,0,1
41017,2021,Mayor,0.55,1,1,Democrat,Male,Caucasian,0,1,0
41027,2019,Mayor,0.56,1,0,Democrat,Male,Caucasian,0,0,1
41029,2003,Mayor,0.16,0,1,Republican,Male,Caucasian,1,0,1
41031,2005,Mayor,0.45,0,1,Republican,Male,Caucasian,1,0,1
41034,1993,Mayor,0.29,0,0,Republican,Male,Caucasian,1,0,1
41035,2002,Mayor,0.6,1,1,Republican,Female,Caucasian,0,1,0
41036,2012,Mayor,0.14,0,0,Republican,Female,Caucasian,1,0,1
41043,2016,Mayor,0.4,0,0,Republican,Male,Caucasian,1,0,1
41044,2001,Mayor,0.17,0,0,Democrat,Male,Black,1,0,1
41056,2003,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
41071,1998,Mayor,0.67,1,1,Republican,Male,Caucasian,0,1,0
41076,2012,Mayor,0.27,0,0,Republican,Male,Caucasian,1,0,1
41080,2010,Mayor,0.54,1,0,Democrat,Male,Caucasian,0,0,1
41092,2018,Mayor,0.29,0,0,Unknown,Male,Caucasian,1,0,1
41095,2002,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1
41131,2007,Mayor,0.13,0,0,Democrat,Male,Hispanic,1,0,1
41132,2009,Mayor,0.19,0,0,Republican,Male,Caucasian,1,0,1
41147,1996,Mayor,0.6,1,1,Democrat,Male,Caucasian,0,1,0
41151,2020,Mayor,0.3,0,0,Democrat,Male,Caucasian,1,0,1
41185,2005,Mayor,0.88,1,1,Democrat,Male,Caucasian,0,1,0
41189,2003,Mayor,0.26,0,0,Republican,Female,Caucasian,1,0,1
41192,2000,Mayor,0.21,0,0,Democrat,Female,Caucasian,1,0,1
41215,2006,Mayor,0.66,1,0,Republican,Male,Caucasian,0,0,1
41224,2010,Mayor,0.3,0,0,Democrat,Male,Hispanic,1,0,1
41244,2011,Mayor,0.46,0,0,Democrat,Male,Caucasian,1,0,1
41253,2000,Mayor,0.56,1,0,Democrat,Female,Hispanic,0,0,1
41259,2011,Mayor,0.52,1,0,Democrat,Male,Caucasian,0,0,1
41273,2020,Mayor,0.63,1,1,Democrat,Male,Black,0,1,0
41274,1999,Mayor,0.37,0,0,Democrat,Male,Caucasian,1,0,1
41296,2013,Mayor,0.72,1,1,Democrat,Unknown,Caucasian,0,1,0
41310,1993,Mayor,0.57,1,1,Republican,Male,Caucasian,0,1,0
41342,2021,Mayor,0.76,1,1,Democrat,Female,Caucasian,0,1,0
41366,2010,Mayor,0.42,1,1,Democrat,Female,Caucasian,0,1,0
41420,2002,Mayor,0.76,1,1,Republican,Female,Caucasian,0,1,0
41425,2017,Mayor,0.3,0,0,Democrat,Male,Black,1,0,1
41441,2003,Mayor,0.39,0,1,Democrat,Female,Caucasian,1,0,1
41452,2010,Mayor,0.32,0,0,Republican,Male,Caucasian,1,0,1
41455,2001,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1
41460,1998,Mayor,0.35,0,0,Republican,Male,Caucasian,1,0,1
41485,2003,Mayor,0.85,1,1,Democrat,Male,Caucasian,0,1,0
41486,2011,Mayor,0.33,0,0,Republican,Male,Caucasian,1,0,1
41499,2014,Mayor,0.51,1,0,Democrat,Male,Caucasian,0,0,1
41505,2019,Mayor,0.59,1,0,Democrat,Male,Caucasian,0,0,1
41515,2012,Mayor,0.42,0,0,Republican,Male,Caucasian,1,0,1
41530,2018,Mayor,0.58,1,0,Republican,Male,Caucasian,0,0,1
41536,2002,Mayor,0.22,0,0,Republican,Male,Caucasian,1,0,1
41551,2017,Mayor,0.72,1,0,Republican,Male,Caucasian,0,0,1
41558,1994,Mayor,0.68,1,0,Republican,Male,Caucasian,0,0,1
41566,2013,Mayor,0.41,1,0,Unknown,Male,Caucasian,0,0,1
41576,2004,Mayor,0.58,1,0,Unknown,Unknown,Caucasian,0,0,1
41578,2013,Mayor,0.22,0,0,Republican,Male,Caucasian,1,0,1
41579,2020,Mayor,0.14,0,0,Republican,Male,Caucasian,1,0,1
41584,2020,Mayor,0.33,0,0,Republican,Male,Hispanic,1,0,1
41590,2021,Mayor,0.25,0,0,Unknown,Female,Caucasian,1,0,1
41592,2017,Mayor,0.44,0,0,Democrat,Male,Black,1,0,1
41600,2003,Mayor,0.61,1,0,Democrat,Male,Caucasian,0,0,1
41605,2020,Mayor,0.48,0,0,Democrat,Female,Black,1,0,1
41624,1999,Mayor,0.22,0,0,Democrat,Male,Caucasian,1,0,1
41628,1998,Mayor,0.44,0,0,Democrat,Female,Caucasian,1,0,1
41649,2001,Mayor,0.1,0,0,Democrat,Male,Caucasian,1,0,1
41654,2017,Mayor,0.66,1,1,Republican,Male,Caucasian,0,1,0
41655,1993,Mayor,0.56,1,0,Republican,Female,Caucasian,0,0,1
41674,2015,Mayor,0.24,0,0,Republican,Male,Black,1,0,1
41681,2002,Mayor,0.53,1,1,Republican,Male,Caucasian,0,1,0
41689,2017,Mayor,0.52,1,0,Democrat,Male,Caucasian,0,0,1
41711,2011,Mayor,1.0,1,0,Democrat,Male,Caucasian,0,0,1
41713,1995,Mayor,0.6,1,0,Republican,Male,Caucasian,0,0,1
41714,2001,Mayor,0.84,1,1,Republican,Male,Caucasian,0,1,0
41732,1997,Mayor,0.64,1,0,Republican,Male,Caucasian,0,0,1
41738,2000,Mayor,0.34,0,0,Democrat,Male,Caucasian,1,0,1
41740,1995,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
41744,1993,Mayor,0.05,0,0,Democrat,Male,Black,1,0,1
41747,2011,Mayor,0.02,0,0,Democrat,Female,Black,1,0,1
41748,2009,Mayor,0.78,1,1,Democrat,Female,Black,0,1,0
41753,1995,Mayor,0.66,1,0,Democrat,Male,Caucasian,0,0,1
41757,2017,Mayor,0.38,0,0,Democrat,Unknown,Unknown,1,0,1
41760,2009,Mayor,0.5,1,0,Democrat,Male,Caucasian,0,0,1
41766,2014,Mayor,0.35,0,0,Democrat,Female,Hispanic,1,0,1
41767,2001,Mayor,0.25,0,0,Democrat,Male,Caucasian,1,0,1
41774,2017,Mayor,0.42,0,1,Republican,Male,Caucasian,1,0,1
41781,1998,Mayor,0.5,1,0,Republican,Male,Caucasian,0,0,1
41787,2013,Mayor,0.46,0,0,Republican,Male,Caucasian,1,0,1
41794,2003,Mayor,0.67,1,1,Democrat,Male,Caucasian,0,1,0
41798,1997,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
41800,2020,Mayor,0.08,0,0,Democrat,Male,Asian,1,0,1
41810,1998,Mayor,0.6,1,1,Republican,Female,Caucasian,0,1,0
41838,2007,Mayor,0.75,1,1,Republican,Male,Caucasian,0,1,0
41858,2004,Mayor,0.58,1,1,Democrat,Female,Caucasian,0,1,0
41859,2006,Mayor,0.53,1,0,Democrat,Male,Hispanic,0,0,1
41885,2009,Mayor,0.5,0,0,Republican,Male,Caucasian,1,0,1
41887,2012,Mayor,0.2,0,0,Republican,Male,Caucasian,1,0,1
41894,2020,Mayor,0.08,0,0,Republican,Female,Caucasian,1,0,1
41912,2012,Mayor,0.5,1,0,Republican,Female,Hispanic,0,0,1
41917,2021,Mayor,0.59,1,0,Republican,Male,Caucasian,0,0,1
41929,1993,Mayor,0.4,0,1,Republican,Male,Caucasian,1,0,1
41951,2004,Mayor,0.17,0,0,Republican,Male,Hispanic,1,0,1
41960,2020,Mayor,0.29,0,0,Democrat,Female,Hispanic,1,0,1
41964,2018,Mayor,0.42,0,0,Republican,Female,Caucasian,1,0,1
41981,2007,Mayor,0.55,1,0,Democrat,Male,Hispanic,0,0,1
41982,1994,Mayor,0.57,1,0,Democrat,Male,Caucasian,0,0,1
41997,2013,Mayor,0.55,1,1,Democrat,Male,Caucasian,0,1,0
41999,2004,Mayor,0.12,0,0,Democrat,Male,Caucasian,1,0,1
42015,2015,Mayor,0.44,0,0,Democrat,Male,Caucasian,1,0,1
42041,2007,Mayor,0.76,1,0,Democrat,Male,Caucasian,0,0,1
42050,2017,Mayor,0.4,1,0,Republican,Male,Caucasian,0,0,1
42068,2005,Mayor,0.49,0,1,Democrat,Male,Caucasian,1,0,1
42080,2018,Mayor,0.21,0,0,Democrat,Female,Caucasian,1,0,1
42086,2019,Mayor,0.6,1,1,Democrat,Male,Caucasian,0,1,0
42104,2009,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
42115,2005,Mayor,0.3,0,0,Democrat,Male,Caucasian,1,0,1
42138,2014,Mayor,0.47,1,1,Democrat,Female,Caucasian,0,1,0
42143,2001,Mayor,0.4,1,0,Democrat,Male,Caucasian,0,0,1
42144,2002,Mayor,0.42,0,1,Republican,Male,Caucasian,1,0,1
42155,2011,Mayor,0.53,1,1,Democrat,Male,Black,0,1,0
42167,2020,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1
42180,2009,Mayor,0.8,1,1,Democrat,Female,Black,0,1,0
42182,1995,Mayor,0.33,0,0,Republican,Female,Caucasian,1,0,1
42204,2005,Mayor,0.47,0,0,Democrat,Male,Caucasian,1,0,1
42211,1993,Mayor,0.43,0,0,Democrat,Male,Caucasian,1,0,1
42234,1998,Mayor,0.5,0,1,Republican,Female,Caucasian,1,0,1
42252,2005,Mayor,1.0,1,0,Democrat,Male,Caucasian,0,0,1
42272,2001,Mayor,0.53,1,0,Democrat,Female,Black,0,0,1
42275,2015,Mayor,0.36,0,0,Democrat,Male,Caucasian,1,0,1
42303,2000,Mayor,0.23,0,0,Republican,Female,Caucasian,1,0,1
42310,2017,Mayor,0.54,1,0,Republican,Male,Caucasian,0,0,1
42314,2001,Mayor,0.61,1,1,Republican,Female,Caucasian,0,1,0
42331,2016,Mayor,0.09,0,0,Republican,Male,Hispanic,1,0,1
42391,2017,Mayor,0.47,1,1,Unknown,Male,Caucasian,0,1,0
42408,2021,Mayor,0.6,1,0,Republican,Unknown,Unknown,0,0,1
42414,1994,Mayor,0.76,1,0,Republican,Male,Caucasian,0,0,1
42423,1993,Mayor,0.37,0,0,Republican,Male,Caucasian,1,0,1
42428,2006,Mayor,0.38,0,1,Republican,Male,Caucasian,1,0,1
42467,2002,Mayor,0.54,1,1,Unknown,Male,Caucasian,0,1,0
42468,2006,Mayor,0.49,1,1,Democrat,Male,Black,0,1,0
42486,2021,Mayor,0.46,0,0,Republican,Male,Black,1,0,1
42504,2007,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
42510,2001,Mayor,0.38,1,0,Republican,Male,Caucasian,0,0,1
42518,2004,Mayor,0.37,0,0,Republican,Male,Caucasian,1,0,1
42519,2005,Mayor,1.0,1,0,Republican,Female,Caucasian,0,0,1
42542,1993,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1
42553,2016,Mayor,0.37,0,0,Republican,Male,Caucasian,1,0,1
42572,2011,Mayor,0.72,1,1,Unknown,Unknown,Hispanic,0,1,0
42574,2017,Mayor,0.65,1,0,Democrat,Male,Caucasian,0,0,1
42576,2011,Mayor,0.15,0,1,Democrat,Male,Caucasian,1,0,1
42593,2019,Mayor,0.63,1,0,Democrat,Male,Caucasian,0,0,1
42607,2015,Mayor,0.15,0,0,Republican,Female,Caucasian,1,0,1
42610,2000,Mayor,0.38,0,0,Unknown,Male,Caucasian,1,0,1
42614,2017,Mayor,0.82,1,0,Democrat,Male,Caucasian,0,0,1
42625,2013,Mayor,0.45,0,0,Democrat,Male,Caucasian,1,0,1
42629,2011,Mayor,0.8,1,1,Democrat,Male,Caucasian,0,1,0
42631,2017,Mayor,0.32,0,0,Democrat,Female,Black,1,0,1
42678,1995,Mayor,0.52,1,1,Democrat,Unknown,Caucasian,0,1,0
42698,1998,Mayor,0.3,0,0,Democrat,Male,Caucasian,1,0,1
42699,2006,Mayor,0.58,1,1,Republican,Male,Caucasian,0,1,0
42700,2006,Mayor,0.4,0,1,Unknown,Male,Caucasian,1,0,1
42716,2018,Mayor,0.56,1,1,Democrat,Male,Black,0,1,0
42739,2010,Mayor,0.53,1,1,Republican,Male,Hispanic,0,1,0
42740,2017,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
42776,2021,Mayor,0.61,1,0,Democrat,Male,Hispanic,0,0,1
42792,2021,Mayor,0.46,0,0,Democrat,Female,Asian,1,0,1
42797,2019,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
42802,2003,Mayor,0.16,0,0,Unknown,Male,Caucasian,1,0,1
42808,2019,Mayor,0.71,1,1,Democrat,Male,Caucasian,0,1,0
42818,2003,Mayor,0.33,0,0,Republican,Male,Caucasian,1,0,1
42836,2021,Mayor,0.74,1,1,Republican,Male,Caucasian,0,1,0
42880,1997,Mayor,0.39,0,0,Republican,Male,Caucasian,1,0,1
42885,2020,Mayor,0.26,0,1,Unknown,Female,Caucasian,1,0,1
42898,2013,Mayor,0.72,1,1,Democrat,Male,Black,0,1,0
42910,1997,Mayor,0.81,1,0,Republican,Male,Caucasian,0,0,1
42940,2015,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
42941,1993,Mayor,0.52,1,0,Republican,Male,Caucasian,0,0,1
42949,2002,Mayor,1.0,1,1,Republican,Unknown,Caucasian,0,1,0
42950,1993,Mayor,0.73,1,1,Republican,Male,Caucasian,0,1,0
42960,2021,Mayor,0.64,1,1,Democrat,Male,Caucasian,0,1,0
42961,2004,Mayor,0.19,0,0,Unknown,Male,Caucasian,1,0,1
42966,1997,Mayor,0.53,1,1,Republican,Male,Caucasian,0,1,0
42984,1997,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
42997,2008,Mayor,0.46,1,0,Unknown,Male,Caucasian,0,0,1
43006,2017,Mayor,0.72,1,1,Democrat,Male,Caucasian,0,1,0
43024,2004,Mayor,0.55,1,1,Republican,Male,Caucasian,0,1,0
43043,2021,Mayor,0.68,1,1,Democrat,Male,Caucasian,0,1,0
43045,2004,Mayor,0.32,0,0,Unknown,Male,Caucasian,1,0,1
43047,2014,Mayor,0.36,0,0,Democrat,Male,Black,1,0,1
43049,1996,Mayor,0.44,1,0,Republican,Male,Caucasian,0,0,1
43050,2012,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
43056,2007,Mayor,0.45,0,1,Democrat,Male,Caucasian,1,0,1
43057,1995,Mayor,0.59,1,0,Unknown,Unknown,Caucasian,0,0,1
43065,2010,Mayor,0.37,1,0,Democrat,Female,Black,0,0,1
43075,2019,Mayor,0.38,0,1,Republican,Male,Caucasian,1,0,1
43086,1994,Mayor,1.0,1,0,Republican,Male,Black,0,0,1
43090,2001,Mayor,0.3,0,0,Unknown,Unknown,Caucasian,1,0,1
43094,2004,Mayor,0.15,0,0,Democrat,Male,Caucasian,1,0,1
43103,2006,Mayor,0.58,1,0,Democrat,Male,Caucasian,0,0,1
43105,2000,Mayor,0.48,1,0,Democrat,Female,Black,0,0,1
43134,1994,Mayor,0.69,1,1,Republican,Male,Caucasian,0,1,0
43147,2015,Mayor,0.52,1,1,Republican,Male,Caucasian,0,1,0
43173,2010,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1
43179,2013,Mayor,0.59,1,1,Republican,Female,Caucasian,0,1,0
43188,1995,Mayor,0.35,0,0,Democrat,Male,Caucasian,1,0,1
43190,2010,Mayor,0.26,0,0,Democrat,Male,Black,1,0,1
43200,2011,Mayor,0.45,0,1,Republican,Female,Caucasian,1,0,1
43215,2005,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
43220,1998,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
43223,2016,Mayor,0.22,0,0,Republican,Male,Black,1,0,1
43236,2017,Mayor,0.62,1,1,Democrat,Male,Caucasian,0,1,0
43249,2017,Mayor,0.41,0,1,Republican,Male,Caucasian,1,0,1
43264,2009,Mayor,0.39,0,0,Republican,Male,Caucasian,1,0,1
43269,2014,Mayor,0.2,0,0,Democrat,Female,Hispanic,1,0,1
43274,2010,Mayor,0.26,0,0,Republican,Male,Caucasian,1,0,1
43287,2003,Mayor,0.4,0,0,Democrat,Male,Black,1,0,1
43305,1993,Mayor,0.41,0,0,Democrat,Male,Caucasian,1,0,1
43311,2020,Mayor,0.11,0,0,Unknown,Male,Black,1,0,1
43315,2016,Mayor,0.32,0,1,Republican,Female,Caucasian,1,0,1
43335,2009,Mayor,0.7,1,1,Democrat,Male,Caucasian,0,1,0
43340,2008,Mayor,0.42,0,0,Unknown,Male,Caucasian,1,0,1
43344,2016,Mayor,0.52,1,0,Democrat,Male,Caucasian,0,0,1
43354,1999,Mayor,0.1,0,0,Republican,Male,Caucasian,1,0,1
43355,2005,Mayor,0.46,0,0,Republican,Male,Caucasian,1,0,1
43366,2009,Mayor,0.57,1,0,Democrat,Male,Caucasian,0,0,1
43369,2009,Mayor,0.57,1,1,Democrat,Male,Caucasian,0,1,0
43372,2020,Mayor,0.35,0,1,Unknown,Unknown,Hispanic,1,0,1
43377,2014,Mayor,0.37,0,0,Republican,Male,Caucasian,1,0,1
43384,2005,Mayor,0.75,1,1,Democrat,Male,Caucasian,0,1,0
43401,2005,Mayor,0.58,1,0,Republican,Female,Caucasian,0,0,1
43412,2002,Mayor,0.45,0,0,Unknown,Male,Caucasian,1,0,1
43424,2001,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1
43428,1999,Mayor,0.49,1,0,Democrat,Male,Caucasian,0,0,1
43465,2012,Mayor,0.31,0,0,Democrat,Male,Hispanic,1,0,1
43471,2012,Mayor,0.2,0,0,Democrat,Female,Black,1,0,1
43474,2005,Mayor,0.35,0,0,Democrat,Male,Caucasian,1,0,1
43482,2015,Mayor,0.36,0,1,Democrat,Male,Black,1,0,1
43491,1995,Mayor,0.3,0,0,Democrat,Male,Caucasian,1,0,1
43506,1996,Mayor,0.51,1,0,Republican,Male,Caucasian,0,0,1
43515,2015,Mayor,0.51,1,0,Democrat,Male,Caucasian,0,0,1
43533,2003,Mayor,0.7,1,0,Democrat,Female,Caucasian,0,0,1
43566,2002,Mayor,0.52,1,1,Democrat,Male,Black,0,1,0
43572,2000,Mayor,0.36,0,0,Republican,Male,Black,1,0,1
43601,2005,Mayor,0.59,1,1,Democrat,Male,Caucasian,0,1,0
43619,2015,Mayor,0.25,0,0,Republican,Male,Caucasian,1,0,1
43651,2009,Mayor,0.03,0,0,Democrat,Male,Caucasian,1,0,1
43664,2015,Mayor,0.68,1,0,Republican,Male,Caucasian,0,0,1
43680,2011,Mayor,0.55,1,1,Democrat,Male,Caucasian,0,1,0
43689,2019,Mayor,0.38,0,0,Republican,Male,Caucasian,1,0,1
43698,1997,Mayor,1.0,1,1,Democrat,Female,Caucasian,0,1,0
43700,2013,Mayor,0.56,1,0,Democrat,Female,Caucasian,0,0,1
43732,1994,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
43733,1995,Mayor,0.75,1,1,Democrat,Male,Caucasian,0,1,0
43779,2000,Mayor,0.64,1,1,Democrat,Male,Caucasian,0,1,0
43786,2007,Mayor,0.06,0,0,Democrat,Male,Caucasian,1,0,1
43790,2011,Mayor,0.69,1,0,Democrat,Female,Caucasian,0,0,1
43792,2017,Mayor,0.47,0,0,Republican,Male,Caucasian,1,0,1
43808,2018,Mayor,0.21,0,0,Republican,Male,Caucasian,1,0,1
43828,2001,Mayor,1.0,1,0,Unknown,Male,Black,0,0,1
43853,1993,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
43854,2005,Mayor,0.83,1,1,Republican,Male,Caucasian,0,1,0
43864,2015,Mayor,0.39,1,1,Unknown,Unknown,Caucasian,0,1,0
43866,2001,Mayor,0.27,0,0,Republican,Male,Caucasian,1,0,1
43867,2002,Mayor,0.37,0,1,Democrat,Male,Caucasian,1,0,1
43874,2020,Mayor,0.25,0,0,Republican,Male,Caucasian,1,0,1
43878,2018,Mayor,0.21,0,0,Republican,Male,Caucasian,1,0,1
43883,2018,Mayor,0.41,1,0,Democrat,Male,Caucasian,0,0,1
43894,2002,Mayor,0.36,0,0,Republican,Male,Caucasian,1,0,1
43898,2007,Mayor,0.7,1,0,Democrat,Male,Asian,0,0,1
43915,2011,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1
43921,2011,Mayor,0.39,0,0,Republican,Male,Caucasian,1,0,1
43927,2003,Mayor,0.17,0,0,Republican,Female,Caucasian,1,0,1
43939,2020,Mayor,0.33,0,0,Republican,Male,Caucasian,1,0,1
43948,2017,Mayor,0.38,0,0,Democrat,Female,Caucasian,1,0,1
43956,2005,Mayor,0.59,1,0,Democrat,Male,Caucasian,0,0,1
43961,2003,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
43968,1995,Mayor,0.89,1,1,Republican,Male,Caucasian,0,1,0
43973,1997,Mayor,1.0,1,0,Republican,Male,Caucasian,0,0,1
43977,2021,Mayor,0.47,0,0,Republican,Female,Caucasian,1,0,1
43993,2011,Mayor,0.48,1,0,Democrat,Male,Caucasian,0,0,1
44000,2017,Mayor,0.5,1,0,Democrat,Male,Caucasian,0,0,1
44005,2013,Mayor,0.55,1,0,Democrat,Male,Caucasian,0,0,1
44053,2017,Mayor,0.87,1,1,Democrat,Male,Caucasian,0,1,0
44063,1999,Mayor,0.43,0,0,Republican,Unknown,Caucasian,1,0,1
44066,2018,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
44087,2012,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1
44096,1994,Mayor,0.46,1,1,Democrat,Male,Caucasian,0,1,0
44145,2013,Mayor,0.09,0,0,Republican,Unknown,Unknown,1,0,1
44151,2016,Mayor,0.27,0,0,Republican,Male,Caucasian,1,0,1
44161,2019,Mayor,0.54,1,1,Republican,Male,Caucasian,0,1,0
44191,2010,Mayor,0.42,0,0,Unknown,Female,Caucasian,1,0,1
44198,2019,Mayor,0.8,1,0,Democrat,Female,Black,0,0,1
44204,2003,Mayor,0.52,1,1,Democrat,Male,Caucasian,0,1,0
44209,2001,Mayor,0.53,1,0,Democrat,Male,Caucasian,0,0,1
44210,2003,Mayor,0.53,1,0,Republican,Male,Caucasian,0,0,1
44214,2017,Mayor,0.41,0,0,Democrat,Female,Caucasian,1,0,1
44230,1996,Mayor,0.39,0,0,Republican,Male,Caucasian,1,0,1
44238,2011,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1
44251,1994,Mayor,0.58,1,1,Democrat,Male,Hispanic,0,1,0
44264,2004,Mayor,0.53,1,0,Republican,Male,Caucasian,0,0,1
44266,2010,Mayor,0.34,1,0,Democrat,Female,Caucasian,0,0,1
44271,2018,Mayor,0.48,1,0,Democrat,Male,Asian,0,0,1
44278,2017,Mayor,0.3,0,0,Unknown,Unknown,Unknown,1,0,1
44281,2001,Mayor,1.0,1,0,Democrat,Male,Caucasian,0,0,1
44316,2017,Mayor,0.61,1,1,Democrat,Male,Hispanic,0,1,0
44331,2020,Mayor,0.44,0,0,Unknown,Male,Caucasian,1,0,1
44342,2000,Mayor,0.51,1,0,Republican,Male,Caucasian,0,0,1
44352,2009,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
44358,2013,Mayor,0.61,1,1,Democrat,Male,Caucasian,0,1,0
44375,2007,Mayor,0.46,0,0,Democrat,Male,Caucasian,1,0,1
44379,2017,Mayor,0.48,0,1,Democrat,Male,Caucasian,1,0,1
44385,2017,Mayor,0.5,0,0,Democrat,Male,Caucasian,1,0,1
44387,1997,Mayor,0.9,1,1,Democrat,Male,Caucasian,0,1,0
44388,2005,Mayor,0.34,0,0,Republican,Male,Caucasian,1,0,1
44393,2021,Mayor,0.57,1,1,Democrat,Male,Caucasian,0,1,0
44396,2004,Mayor,1.0,1,0,Unknown,Male,Black,0,0,1
44409,2001,Mayor,0.28,0,0,Republican,Male,Caucasian,1,0,1
44428,1998,Mayor,0.37,0,0,Unknown,Female,Caucasian,1,0,1
44431,2018,Mayor,0.27,0,0,Unknown,Male,Caucasian,1,0,1
44465,2008,Mayor,0.37,0,0,Unknown,Male,Caucasian,1,0,1
44467,2016,Mayor,0.6,1,0,Democrat,Male,Black,0,0,1
44516,2008,Mayor,0.38,0,0,Democrat,Female,Caucasian,1,0,1
44525,2011,Mayor,0.6,1,0,Democrat,Male,Caucasian,0,0,1
44548,2020,Mayor,1.0,1,1,Unknown,Unknown,Caucasian,0,1,0
44559,2021,Mayor,0.65,1,1,Democrat,Female,Caucasian,0,1,0
44575,1994,Mayor,0.25,0,0,Democrat,Female,Caucasian,1,0,1
44582,2019,Mayor,0.63,1,1,Democrat,Male,Caucasian,0,1,0
44598,2020,Mayor,0.2,0,0,Democrat,Male,Black,1,0,1
44609,2011,Mayor,0.56,1,1,Democrat,Male,Caucasian,0,1,0
44612,1995,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1
44632,1999,Mayor,0.77,1,1,Republican,Female,Caucasian,0,1,0
44633,2005,Mayor,1.0,1,1,Republican,Female,Caucasian,0,1,0
44653,2017,Mayor,0.78,1,1,Democrat,Female,Black,0,1,0
44657,2010,Mayor,0.18,0,0,Republican,Female,Black,1,0,1
44675,2007,Mayor,0.08,0,0,Democrat,Female,Caucasian,1,0,1
44678,2010,Mayor,0.37,0,0,Democrat,Male,Caucasian,1,0,1
44684,2012,Mayor,0.15,0,0,Democrat,Male,Black,1,0,1
44722,2006,Mayor,0.54,1,0,Republican,Male,Caucasian,0,0,1
44724,2019,Mayor,0.55,1,1,Democrat,Male,Caucasian,0,1,0
44740,2003,Mayor,0.61,1,1,Republican,Male,Caucasian,0,1,0
44742,2015,Mayor,0.05,0,0,Democrat,Male,Caucasian,1,0,1
44746,2016,Mayor,0.13,0,0,Democrat,Male,Caucasian,1,0,1
44752,1997,Mayor,0.69,1,1,Unknown,Male,Caucasian,0,1,0
44757,2021,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
44767,2010,Mayor,0.93,1,1,Democrat,Male,Caucasian,0,1,0
44769,2004,Mayor,0.57,1,0,Democrat,Female,Caucasian,0,0,1
44783,2002,Mayor,0.25,0,0,Republican,Female,Caucasian,1,0,1
44789,2017,Mayor,0.22,0,0,Democrat,Male,Caucasian,1,0,1
